relationship,column_shift,mode,sample_index,order_index,sequence_elapsed_ns,indicator_code,filename,rows,cols,window_cells,valid_cells,elapsed_ns
half_overlap,512,reuse_same_process_handles,4,0,191584190,fmts,fmts.tif,1024,1024,1048576,217635,8591921
half_overlap,512,reopen_between_requests,4,1,650121279,PM25,PM25.tif,1024,1024,1048576,220225,34980577
half_overlap,512,reopen_between_requests,4,1,650121279,AQI,AQI.tif,1024,1024,1048576,220958,19160551
half_overlap,512,reopen_between_requests,4,1,650121279,NDVI,NDVI.tif,1024,1024,1048576,212217,36880283
half_overlap,512,reopen_between_requests,4,1,650121279,hwmd,hwmd.tif,1024,1024,1048576,217198,13641917
half_overlap,512,reopen_between_requests,4,1,650121279,rkmd,rkmd.tif,1024,1024,1048576,208129,87247429
half_overlap,512,reopen_between_requests,4,1,650121279,xxmd,xxmd.tif,1024,1024,1048576,217198,77502644
half_overlap,512,reopen_between_requests,4,1,650121279,jmdmd,jmdmd.tif,1024,1024,1048576,217198,51787684
half_overlap,512,reopen_between_requests,4,1,650121279,xspb,xspb.tif,1024,1024,1048576,217635,30851635
half_overlap,512,reopen_between_requests,4,1,650121279,xsqs,xsqs.tif,1024,1024,1048576,217635,42977182
half_overlap,512,reopen_between_requests,4,1,650121279,gyfb,gyfb.tif,1024,1024,1048576,217571,222778480
half_overlap,512,reopen_between_requests,4,1,650121279,fmyl,fmyl.tif,1024,1024,1048576,217635,17559367
half_overlap,512,reopen_between_requests,4,1,650121279,fmts,fmts.tif,1024,1024,1048576,217635,14713844
zero_block_overlap,1152,reopen_between_requests,0,0,691743645,PM25,PM25.tif,1024,1024,1048576,0,32487653
zero_block_overlap,1152,reopen_between_requests,0,0,691743645,AQI,AQI.tif,1024,1024,1048576,0,49877288
zero_block_overlap,1152,reopen_between_requests,0,0,691743645,NDVI,NDVI.tif,1024,1024,1048576,0,150931566
zero_block_overlap,1152,reopen_between_requests,0,0,691743645,hwmd,hwmd.tif,1024,1024,1048576,0,13840735
zero_block_overlap,1152,reopen_between_requests,0,0,691743645,rkmd,rkmd.tif,1024,1024,1048576,0,11307517
zero_block_overlap,1152,reopen_between_requests,0,0,691743645,xxmd,xxmd.tif,1024,1024,1048576,0,11332557
zero_block_overlap,1152,reopen_between_requests,0,0,691743645,jmdmd,jmdmd.tif,1024,1024,1048576,0,11282766
zero_block_overlap,1152,reopen_between_requests,0,0,691743645,xspb,xspb.tif,1024,1024,1048576,0,23895790
zero_block_overlap,1152,reopen_between_requests,0,0,691743645,xsqs,xsqs.tif,1024,1024,1048576,0,45410860
